EmployeeNumber,Age,Age_Group,Gender,Department,JobRole,BusinessTravel,DistanceFromHome,Education,EducationField,JobLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,Salary_Band,OverTime,TotalWorkingYears,Experience_Band,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,StockOptionLevel,MaritalStatus,Attrition
568,57,55+,Male,Sales,Manager,Travel_Rarely,29,3,Marketing,4,4,1,3,2,14118,"Very High",No,32,"20+ Years",1,0,0,0,3,3,12,3,1,Divorced,No
569,50,45-54,Male,"Research & Development",Manager,Travel_Rarely,29,4,"Life Sciences",4,3,2,2,3,17046,"Very High",No,28,"20+ Years",27,10,15,7,0,2,15,3,1,Married,No
571,30,25-34,Female,"Research & Development","Laboratory Technician",Non-Travel,2,3,Medical,1,4,3,3,2,2564,Low,No,12,"11-20 Years",11,7,6,7,0,2,14,3,0,Single,No
573,60,55+,Female,Sales,"Sales Executive",Travel_Frequently,28,3,Marketing,3,1,3,4,4,10266,"Very High",No,22,"20+ Years",18,13,13,11,4,5,19,3,0,Married,No
574,47,45-54,Female,"Research & Development","Manufacturing Director",Travel_Rarely,2,2,Medical,2,4,1,3,3,5070,Medium,No,20,"11-20 Years",5,0,0,4,5,2,13,3,3,Divorced,No
575,46,45-54,Male,"Research & Development","Research Director",Travel_Rarely,2,3,"Life Sciences",4,3,1,3,1,17861,"Very High",No,26,"20+ Years",3,2,0,1,6,2,13,3,0,Married,No
577,35,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,22,3,"Life Sciences",1,3,4,3,3,4230,Medium,No,6,"6-10 Years",5,4,4,3,0,2,15,3,0,Single,No
578,54,45-54,Female,"Research & Development","Laboratory Technician",Travel_Rarely,8,4,"Life Sciences",2,3,3,3,3,3780,Medium,No,19,"11-20 Years",1,0,0,0,7,3,11,3,0,Single,No
579,34,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,2,4,"Life Sciences",1,3,4,3,3,2768,Low,No,14,"11-20 Years",7,3,5,7,3,3,12,3,1,Divorced,No
580,46,45-54,Female,Sales,"Sales Executive",Travel_Rarely,10,3,Marketing,3,4,3,3,3,9071,High,Yes,15,"11-20 Years",3,2,1,2,2,3,19,3,1,Married,No
581,31,25-34,Male,"Research & Development","Manufacturing Director",Travel_Rarely,9,1,"Life Sciences",3,2,3,4,4,10648,"Very High",No,13,"11-20 Years",13,8,0,8,1,6,25,4,1,Divorced,No
582,33,25-34,Male,"Research & Development",Manager,Travel_Rarely,15,1,Medical,3,3,2,4,4,13610,"Very High",Yes,15,"11-20 Years",7,6,7,7,7,2,12,3,0,Married,Yes
584,33,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,10,1,Medical,1,4,1,1,3,3408,Medium,No,8,"6-10 Years",4,3,1,3,7,2,13,3,3,Divorced,Yes
585,30,25-34,Male,Sales,"Sales Representative",Travel_Rarely,7,1,Marketing,1,2,4,1,3,2983,Low,No,4,"3-5 Years",3,2,1,2,0,3,14,3,0,Single,No
586,35,35-44,Male,"Research & Development","Healthcare Representative",Travel_Rarely,16,3,"Life Sciences",3,3,4,3,3,7632,High,Yes,10,"6-10 Years",8,7,0,0,4,2,12,3,0,Married,No
587,31,25-34,Male,"Research & Development","Healthcare Representative",Travel_Frequently,20,3,"Life Sciences",3,3,1,1,3,9824,High,No,12,"11-20 Years",1,0,0,0,3,2,12,3,0,Married,Yes
590,34,25-34,Female,"Human Resources","Human Resources",Travel_Frequently,23,3,"Human Resources",3,1,2,3,3,9950,High,Yes,11,"11-20 Years",3,2,0,2,9,2,15,3,3,Divorced,Yes
591,42,35-44,Male,"Research & Development","Laboratory Technician",Travel_Frequently,5,2,Other,1,3,2,4,3,2093,Low,No,8,"6-10 Years",2,2,2,0,4,4,17,3,1,Married,No
592,36,35-44,Male,Sales,"Sales Executive",Non-Travel,10,4,Medical,3,4,2,4,2,9980,High,No,10,"6-10 Years",10,3,9,7,1,3,14,3,0,Single,No
593,22,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Frequently,4,1,"Technical Degree",1,3,3,3,3,3894,Medium,No,4,"3-5 Years",2,2,1,2,5,3,16,3,0,Single,Yes
595,48,45-54,Female,Sales,"Sales Executive",Travel_Rarely,2,5,Marketing,2,4,2,1,3,4051,Medium,No,14,"11-20 Years",9,7,6,7,2,2,14,3,1,Married,No
597,55,55+,Female,Sales,Manager,Travel_Rarely,18,5,"Life Sciences",4,2,1,4,3,16835,"Very High",No,37,"20+ Years",10,9,7,7,3,2,23,4,0,Single,No
599,41,35-44,Male,Sales,"Sales Executive",Non-Travel,10,2,"Life Sciences",2,4,4,4,3,6230,High,No,16,"11-20 Years",14,3,1,10,7,3,14,3,0,Single,No
600,35,35-44,Male,Sales,"Sales Executive",Travel_Rarely,1,3,Marketing,2,3,2,3,3,4717,Medium,No,15,"11-20 Years",11,9,6,9,9,2,11,3,0,Married,No
601,40,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,6,3,"Life Sciences",4,3,2,3,3,13237,"Very High",No,22,"20+ Years",20,6,5,13,7,3,15,3,0,Single,No
602,39,35-44,Female,"Research & Development","Laboratory Technician",Travel_Frequently,8,1,"Life Sciences",1,3,3,1,3,3755,Medium,No,8,"6-10 Years",8,3,0,7,1,3,11,3,1,Married,No
604,31,25-34,Male,Sales,"Sales Executive",Travel_Rarely,2,1,"Life Sciences",2,4,2,3,4,6582,High,Yes,10,"6-10 Years",6,5,0,5,4,2,13,3,0,Single,No
605,42,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,24,3,Medical,3,1,4,4,2,7406,High,Yes,10,"6-10 Years",10,9,5,8,1,5,21,4,1,Married,No
606,45,45-54,Male,Sales,"Sales Executive",Travel_Rarely,2,3,Other,2,2,4,2,4,4805,Medium,No,9,"6-10 Years",8,7,3,7,0,3,19,3,1,Married,No
608,26,25-34,Female,"Human Resources","Human Resources",Travel_Frequently,17,4,"Life Sciences",1,3,2,2,2,2741,Low,Yes,8,"6-10 Years",7,7,1,0,0,2,11,3,1,Divorced,Yes
611,29,25-34,Male,"Research & Development","Manufacturing Director",Travel_Rarely,19,3,"Technical Degree",2,4,4,2,4,4262,Medium,No,8,"6-10 Years",3,2,1,2,4,2,12,3,2,Divorced,No
612,33,25-34,Female,"Research & Development","Research Director",Travel_Rarely,1,5,Medical,4,3,1,3,3,16184,"Very High",No,10,"6-10 Years",6,1,0,5,4,2,19,3,1,Divorced,No
613,31,25-34,Male,Sales,Manager,Travel_Rarely,7,3,"Life Sciences",3,4,3,3,2,11557,"Very High",No,10,"6-10 Years",5,4,0,1,9,3,21,4,1,Divorced,No
614,18,"Under 25",Male,Sales,"Sales Representative",Travel_Frequently,5,3,Marketing,1,2,2,4,3,1878,Low,Yes,0,"0-2 Years",0,0,0,0,1,3,14,3,0,Single,Yes
615,40,35-44,Male,Sales,"Sales Executive",Non-Travel,28,3,Other,3,1,3,3,3,10932,"Very High",No,20,"11-20 Years",1,0,0,1,3,2,15,3,1,Divorced,No
616,41,35-44,Female,"Research & Development","Healthcare Representative",Non-Travel,2,4,Other,2,3,1,1,3,6811,High,Yes,10,"6-10 Years",8,7,0,7,2,3,17,3,0,Single,No
618,26,25-34,Male,Sales,"Sales Executive",Travel_Rarely,29,2,Medical,2,3,1,1,3,4306,Medium,No,8,"6-10 Years",0,0,0,0,5,5,12,3,2,Divorced,No
620,35,35-44,Female,Sales,"Sales Executive",Travel_Rarely,1,3,Medical,2,3,1,4,3,4859,Medium,No,5,"3-5 Years",5,4,0,3,1,3,16,3,0,Single,No
621,34,25-34,Male,Sales,"Sales Executive",Travel_Rarely,21,4,"Life Sciences",2,4,4,4,3,5337,Medium,No,10,"6-10 Years",10,7,5,7,1,3,12,3,0,Single,No
622,26,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,24,3,"Technical Degree",1,4,3,2,1,2340,Low,Yes,1,"0-2 Years",1,0,0,0,1,3,18,3,0,Single,Yes
623,37,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,3,"Technical Degree",3,4,2,4,4,7491,High,No,12,"11-20 Years",6,5,1,2,4,3,17,3,0,Single,No
624,46,45-54,Female,"Research & Development","Healthcare Representative",Travel_Frequently,18,1,Medical,3,3,1,4,2,10527,"Very High",No,28,"20+ Years",2,2,1,2,5,3,11,3,0,Married,No
625,41,35-44,Female,Sales,Manager,Travel_Rarely,2,5,"Life Sciences",4,1,2,2,3,16595,"Very High",No,22,"20+ Years",18,16,11,8,7,2,16,3,1,Married,No
626,37,35-44,Male,Sales,"Sales Executive",Non-Travel,9,4,Medical,3,2,1,4,3,8834,High,No,9,"6-10 Years",9,5,7,7,1,6,13,3,1,Divorced,No
630,52,45-54,Male,"Research & Development","Research Scientist",Travel_Rarely,6,2,"Technical Degree",2,1,4,2,3,5577,Medium,Yes,18,"11-20 Years",10,9,6,9,3,3,12,3,2,Divorced,No
631,32,25-34,Male,Sales,"Sales Executive",Non-Travel,11,4,Other,2,3,4,4,3,4707,Medium,No,6,"6-10 Years",4,2,1,2,8,2,12,3,0,Married,Yes
632,24,"Under 25",Male,Sales,"Sales Representative",Travel_Frequently,24,3,Medical,1,4,4,3,3,2400,Low,No,3,"3-5 Years",2,2,2,1,0,3,13,3,2,Married,No
634,38,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,10,3,Medical,2,3,3,3,3,9824,High,No,18,"11-20 Years",1,0,0,0,3,4,19,3,1,Married,No
635,37,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,4,"Life Sciences",2,2,2,2,2,6447,High,No,8,"6-10 Years",6,5,4,3,6,2,12,3,1,Married,No
638,49,45-54,Male,"Research & Development","Research Director",Travel_Rarely,18,4,"Life Sciences",5,3,4,3,3,19502,"Very High",Yes,31,"20+ Years",31,9,0,9,1,5,17,3,1,Divorced,No
639,24,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,23,3,Medical,1,4,2,2,3,2725,Low,Yes,6,"6-10 Years",6,5,1,4,1,3,11,3,2,Married,No
641,26,25-34,Male,Sales,"Sales Executive",Travel_Rarely,28,2,Marketing,2,2,1,4,4,6272,High,No,6,"6-10 Years",5,3,1,4,1,5,20,4,2,Married,No
643,24,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,17,2,Other,1,2,4,4,3,2127,Low,No,1,"0-2 Years",1,0,0,0,1,2,21,4,1,Married,No
644,50,45-54,Male,"Human Resources",Manager,Travel_Frequently,3,3,Medical,5,2,1,3,3,18200,"Very High",No,32,"20+ Years",32,5,10,7,1,2,11,3,1,Married,No
645,25,25-34,Male,Sales,"Sales Representative",Travel_Rarely,13,1,Medical,1,3,2,3,3,2096,Low,No,7,"6-10 Years",7,4,0,6,1,1,11,3,0,Married,No
647,24,"Under 25",Female,"Research & Development","Laboratory Technician",Travel_Frequently,7,3,"Life Sciences",1,3,1,4,3,2886,Low,Yes,6,"6-10 Years",6,3,1,2,1,4,16,3,1,Married,Yes
648,30,25-34,Male,Sales,"Sales Representative",Travel_Frequently,12,4,"Life Sciences",1,1,2,3,4,2033,Low,No,1,"0-2 Years",1,0,0,0,1,2,18,3,1,Married,Yes
649,34,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,1,2,"Life Sciences",1,4,2,4,3,3622,Medium,Yes,6,"6-10 Years",6,5,1,3,1,3,13,3,1,Married,No
650,31,25-34,Male,Sales,"Sales Executive",Travel_Rarely,13,4,Medical,2,1,2,3,1,4233,Medium,No,9,"6-10 Years",3,1,1,2,2,2,17,3,0,Divorced,Yes
652,35,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,25,2,Other,2,4,1,4,3,3681,Medium,No,9,"6-10 Years",3,2,0,2,4,3,14,3,0,Single,No
653,31,25-34,Male,Sales,"Sales Executive",Travel_Rarely,6,4,Medical,2,4,1,4,4,5460,Medium,No,13,"11-20 Years",7,7,5,7,4,4,22,4,2,Divorced,No
655,27,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,6,4,Medical,1,3,1,3,2,2187,Low,No,6,"6-10 Years",5,3,0,3,0,5,12,3,2,Divorced,No
656,37,35-44,Male,Sales,"Sales Executive",Travel_Rarely,2,3,Marketing,2,3,4,3,2,9602,High,Yes,17,"11-20 Years",3,0,1,0,4,3,11,3,1,Married,No
657,20,"Under 25",Female,"Research & Development","Research Scientist",Travel_Rarely,1,3,"Life Sciences",1,2,4,4,4,2836,Low,No,1,"0-2 Years",1,0,0,0,1,0,13,3,0,Single,No
659,42,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,2,4,"Life Sciences",2,4,3,2,3,4089,Medium,No,10,"6-10 Years",10,2,2,2,1,4,13,3,2,Married,No
661,43,35-44,Male,"Research & Development","Research Director",Travel_Rarely,6,4,Other,4,4,2,3,2,16627,"Very High",Yes,21,"20+ Years",1,0,0,0,4,3,14,3,1,Divorced,No
662,38,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,1,1,"Life Sciences",1,1,3,4,2,2619,Low,No,8,"6-10 Years",0,0,0,0,3,3,17,3,0,Single,No
663,43,35-44,Male,"Research & Development","Laboratory Technician",Travel_Frequently,9,5,Medical,2,3,4,2,3,5679,Medium,Yes,10,"6-10 Years",8,7,4,7,3,3,13,3,1,Divorced,No
664,48,45-54,Female,"Research & Development",Manager,Travel_Rarely,1,4,"Life Sciences",4,1,4,1,1,15402,"Very High",No,21,"20+ Years",3,2,0,2,7,3,11,3,1,Married,No
665,44,35-44,Female,"Human Resources","Human Resources",Travel_Rarely,1,4,"Life Sciences",2,3,1,2,4,5985,Medium,No,10,"6-10 Years",2,2,0,2,4,1,11,3,0,Single,No
666,34,25-34,Female,Sales,"Sales Representative",Travel_Rarely,14,3,"Technical Degree",1,3,3,4,3,2579,Low,Yes,8,"6-10 Years",8,2,0,6,1,3,18,3,2,Divorced,No
667,27,25-34,Male,Sales,"Sales Representative",Travel_Rarely,2,1,Marketing,1,1,3,2,3,3041,Medium,No,5,"3-5 Years",4,3,0,2,0,3,11,3,1,Divorced,Yes
669,21,"Under 25",Male,Sales,"Sales Representative",Travel_Rarely,22,1,"Technical Degree",1,3,3,3,3,3447,Medium,No,3,"3-5 Years",3,2,1,2,1,2,11,3,0,Single,No
671,44,35-44,Male,"Research & Development",Manager,Travel_Rarely,3,4,Other,5,4,4,1,4,19513,"Very High",Yes,26,"20+ Years",2,2,0,1,4,2,12,3,1,Married,No
675,22,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,6,1,Medical,1,3,1,4,3,2773,Low,No,3,"3-5 Years",2,2,2,2,0,3,20,4,0,Married,No
677,33,25-34,Male,Sales,"Sales Executive",Travel_Rarely,8,4,Marketing,2,3,3,4,3,7104,High,No,6,"6-10 Years",5,0,1,2,0,3,12,3,0,Divorced,No
679,32,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,9,4,"Life Sciences",2,4,1,4,2,6322,High,Yes,6,"6-10 Years",6,4,0,5,1,2,12,3,1,Married,No
680,30,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,3,3,Medical,1,3,3,3,3,2083,Low,No,1,"0-2 Years",1,0,0,0,1,2,20,4,1,Divorced,No
682,53,45-54,Female,Sales,"Sales Executive",Travel_Rarely,1,1,Medical,2,1,4,4,4,8381,High,No,18,"11-20 Years",14,7,8,10,7,2,20,4,0,Single,No
683,34,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,1,5,"Life Sciences",1,4,2,4,2,2691,Low,No,10,"6-10 Years",10,9,8,8,1,4,12,3,1,Married,No
684,45,45-54,Female,Sales,"Sales Executive",Travel_Frequently,26,4,"Life Sciences",2,1,1,4,3,4286,Medium,No,5,"3-5 Years",1,1,0,0,2,4,14,3,2,Married,Yes
686,26,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,6,3,"Life Sciences",1,4,3,3,3,2659,Low,Yes,3,"3-5 Years",3,2,0,2,1,2,13,3,1,Married,No
689,37,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,3,3,Other,3,3,3,3,3,9434,High,No,10,"6-10 Years",10,7,7,8,1,2,15,3,1,Married,No
690,29,25-34,Female,Sales,"Sales Executive",Travel_Rarely,3,2,Medical,2,3,2,1,2,5561,Medium,No,6,"6-10 Years",6,0,1,2,1,5,14,3,1,Married,No
691,35,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,6,4,"Life Sciences",2,4,2,2,3,6646,High,No,17,"11-20 Years",17,11,11,8,1,3,13,3,0,Single,No
692,33,25-34,Male,"Research & Development","Healthcare Representative",Travel_Frequently,6,3,"Life Sciences",2,4,3,3,1,7725,High,No,15,"11-20 Years",13,11,4,7,3,2,23,4,1,Divorced,No
698,54,45-54,Male,"Human Resources","Human Resources",Travel_Rarely,19,4,Medical,3,2,3,3,4,10725,"Very High",No,16,"11-20 Years",9,7,7,1,2,1,15,3,1,Married,No
699,36,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,9,2,Medical,2,2,2,3,3,8847,High,Yes,13,"11-20 Years",3,2,0,2,2,2,11,3,1,Divorced,No
700,27,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,3,4,Medical,1,4,1,4,3,2045,Low,No,5,"3-5 Years",4,2,1,1,0,0,13,3,0,Single,No
701,20,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,10,1,Medical,1,3,4,4,3,1009,Low,Yes,1,"0-2 Years",1,0,1,1,1,5,11,3,0,Single,Yes
702,33,25-34,Male,"Research & Development","Research Scientist",Travel_Frequently,3,3,"Life Sciences",1,1,1,1,3,3348,Medium,Yes,10,"6-10 Years",10,8,9,7,1,3,11,3,0,Single,Yes
704,35,35-44,Male,"Research & Development","Laboratory Technician",Non-Travel,3,3,"Life Sciences",1,3,3,3,3,1281,Low,No,1,"0-2 Years",1,0,0,0,1,3,18,3,2,Married,No
705,23,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,4,3,Medical,1,1,1,1,4,2819,Low,No,5,"3-5 Years",3,2,0,2,2,3,16,3,1,Married,No
707,25,25-34,Male,Sales,"Sales Executive",Travel_Rarely,8,3,"Life Sciences",2,2,4,3,3,4851,Medium,No,4,"3-5 Years",3,2,1,2,0,4,22,4,1,Married,No
709,38,35-44,Female,Sales,"Sales Executive",Travel_Rarely,7,4,Marketing,2,4,4,1,3,4028,Medium,No,8,"6-10 Years",7,7,0,5,0,2,20,4,0,Single,No
710,29,25-34,Male,"Research & Development","Research Scientist",Travel_Frequently,1,4,"Life Sciences",1,4,2,4,3,2720,Low,No,10,"6-10 Years",10,7,2,8,1,5,18,3,1,Divorced,No
712,48,45-54,Male,Sales,"Sales Executive",Travel_Rarely,2,1,Marketing,2,2,2,4,3,8120,High,No,12,"11-20 Years",2,2,2,2,3,3,12,3,0,Married,No
714,27,25-34,Female,Sales,"Sales Executive",Travel_Frequently,3,1,Medical,2,4,4,2,3,4647,Medium,Yes,6,"6-10 Years",6,5,0,4,1,3,20,4,2,Divorced,No
715,37,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,10,2,"Life Sciences",1,4,4,1,3,4680,Medium,No,4,"3-5 Years",1,0,0,0,3,2,17,3,0,Single,No
716,50,45-54,Male,"Research & Development","Laboratory Technician",Travel_Rarely,28,1,Medical,1,3,4,3,3,3221,Medium,Yes,20,"11-20 Years",20,8,3,8,1,3,11,3,3,Married,No
717,34,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,9,3,Medical,3,2,4,2,4,8621,High,No,9,"6-10 Years",8,7,7,7,1,3,14,3,0,Single,No
720,24,"Under 25",Female,Sales,"Sales Executive",Travel_Rarely,3,2,"Life Sciences",2,3,1,1,3,4577,Medium,No,4,"3-5 Years",2,2,2,0,9,3,14,3,0,Single,Yes
721,39,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,2,4,"Technical Degree",2,3,4,1,3,4553,Medium,No,20,"11-20 Years",20,7,11,10,1,4,11,3,0,Single,No
722,32,25-34,Male,Sales,"Sales Executive",Travel_Rarely,10,3,Marketing,2,4,4,4,2,5396,Medium,No,10,"6-10 Years",10,7,0,8,1,2,12,3,0,Single,No
723,50,45-54,Male,Sales,"Sales Executive",Travel_Frequently,8,2,"Technical Degree",2,3,2,1,3,6796,High,Yes,18,"11-20 Years",4,3,1,3,3,4,14,3,1,Married,Yes
724,38,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,1,4,"Life Sciences",2,4,2,3,2,7625,High,No,10,"6-10 Years",9,7,1,8,0,4,13,3,0,Single,No
725,27,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,2,"Life Sciences",3,1,3,4,3,7412,High,No,9,"6-10 Years",9,7,0,7,1,3,11,3,0,Married,No
727,32,25-34,Female,"Research & Development","Research Director",Travel_Rarely,3,2,"Life Sciences",3,4,3,4,3,11159,"Very High",No,10,"6-10 Years",7,7,7,7,3,6,15,3,0,Single,No
728,47,45-54,Male,Sales,"Sales Executive",Travel_Rarely,14,4,Marketing,2,1,4,4,3,4960,Medium,No,20,"11-20 Years",7,7,1,7,2,2,12,3,0,Single,No
729,40,35-44,Male,Sales,"Sales Executive",Travel_Frequently,5,4,"Life Sciences",3,1,4,3,3,10475,"Very High",Yes,20,"11-20 Years",18,13,1,12,5,2,21,4,1,Married,No
730,53,45-54,Male,"Research & Development","Research Director",Travel_Rarely,7,3,"Life Sciences",4,3,3,3,3,14814,"Very High",No,32,"20+ Years",5,1,1,3,3,3,19,3,0,Married,No
731,41,35-44,Male,"Human Resources",Manager,Travel_Rarely,10,4,"Human Resources",5,4,2,2,2,19141,"Very High",No,23,"20+ Years",21,6,12,6,3,2,15,3,3,Divorced,No
732,60,55+,Male,Sales,"Sales Executive",Travel_Rarely,16,4,Marketing,2,1,1,4,3,5405,Medium,No,10,"6-10 Years",2,2,2,2,8,1,14,3,0,Single,No
733,27,25-34,Male,"Research & Development","Manufacturing Director",Travel_Frequently,10,2,"Life Sciences",3,1,4,3,2,8793,High,No,9,"6-10 Years",9,7,1,7,1,4,21,4,2,Divorced,No
734,41,35-44,Male,"Human Resources",Manager,Travel_Rarely,1,3,"Human Resources",5,3,4,2,3,19189,"Very High",No,22,"20+ Years",22,7,2,10,1,3,12,3,1,Married,No
738,50,45-54,Male,Sales,"Sales Representative",Travel_Rarely,8,4,Marketing,1,2,4,4,3,3875,Medium,No,4,"3-5 Years",2,2,2,2,7,2,15,3,1,Married,No
741,28,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,1,2,"Life Sciences",1,2,1,4,3,2216,Low,Yes,10,"6-10 Years",7,7,3,7,7,4,13,3,0,Single,Yes
742,36,35-44,Female,"Research & Development","Research Director",Non-Travel,8,3,"Life Sciences",3,1,1,1,3,11713,"Very High",No,10,"6-10 Years",8,7,0,5,9,2,14,3,1,Married,No
743,38,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,3,"Life Sciences",3,3,3,4,4,7861,High,Yes,10,"6-10 Years",1,0,0,0,4,4,14,3,0,Single,No
744,44,35-44,Male,"Research & Development","Laboratory Technician",Non-Travel,24,3,Medical,1,3,1,3,3,3708,Medium,No,9,"6-10 Years",5,2,1,4,2,5,14,3,0,Single,No
746,47,45-54,Female,Sales,"Sales Executive",Travel_Frequently,3,3,Medical,4,3,4,4,2,13770,"Very High",Yes,28,"20+ Years",22,2,11,13,9,2,12,3,2,Divorced,No
747,30,25-34,Male,Sales,"Sales Executive",Travel_Rarely,27,5,Marketing,2,4,3,4,2,5304,Medium,No,10,"6-10 Years",8,7,7,7,7,2,23,4,1,Divorced,No
749,29,25-34,Male,Sales,"Sales Representative",Travel_Rarely,10,3,"Life Sciences",1,3,3,3,3,2642,Low,No,1,"0-2 Years",1,0,0,0,1,6,11,3,0,Single,No
752,42,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,19,3,Medical,1,3,3,4,3,2759,Low,Yes,7,"6-10 Years",2,2,2,2,6,2,12,3,0,Divorced,Yes
754,43,35-44,Male,Sales,"Sales Executive",Travel_Frequently,15,3,"Life Sciences",2,4,4,3,3,6804,High,No,7,"6-10 Years",2,2,2,2,3,5,18,3,1,Married,No
757,34,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,8,2,Medical,2,3,2,4,3,6142,High,No,10,"6-10 Years",5,1,4,3,3,2,11,3,0,Single,No
758,23,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,9,1,Medical,1,1,2,4,4,2500,Low,No,5,"3-5 Years",4,3,0,2,1,2,14,3,1,Married,No
760,39,35-44,Female,"Human Resources","Human Resources",Travel_Rarely,3,3,"Human Resources",2,2,3,3,1,6389,High,No,12,"11-20 Years",8,3,3,6,9,3,15,3,1,Married,No
762,56,55+,Male,"Research & Development","Healthcare Representative",Travel_Rarely,9,3,Medical,4,4,3,3,2,11103,"Very High",No,30,"20+ Years",10,7,1,1,7,1,11,3,0,Married,No
763,40,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,2,1,Medical,1,4,4,4,2,2342,Low,Yes,5,"3-5 Years",4,2,2,3,0,2,20,4,0,Single,No
764,27,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,7,3,Medical,2,1,4,1,1,6811,High,No,9,"6-10 Years",7,6,0,7,8,2,19,3,0,Single,No
766,29,25-34,Male,Sales,"Sales Representative",Travel_Rarely,10,3,Marketing,1,2,4,4,3,2297,Low,No,2,"0-2 Years",2,2,2,2,1,2,14,3,2,Divorced,No
769,53,45-54,Male,"Research & Development","Laboratory Technician",Travel_Rarely,6,3,"Life Sciences",2,4,4,4,3,2450,Low,No,19,"11-20 Years",2,2,2,2,2,4,17,3,0,Single,No
771,35,35-44,Female,"Research & Development","Healthcare Representative",Non-Travel,2,4,"Life Sciences",2,1,4,1,4,5093,Medium,No,16,"11-20 Years",1,0,0,0,2,2,11,3,1,Divorced,No
772,32,25-34,Male,"Research & Development","Laboratory Technician",Travel_Frequently,24,4,"Life Sciences",2,4,1,4,3,5309,Medium,No,10,"6-10 Years",10,8,4,7,1,2,15,3,2,Married,No
773,38,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,2,5,Medical,1,3,4,2,1,3057,Medium,Yes,6,"6-10 Years",1,0,0,1,6,0,13,3,1,Married,No
775,34,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,8,5,"Life Sciences",2,1,2,3,3,5121,Medium,No,7,"6-10 Years",0,0,0,0,3,3,14,3,1,Divorced,No
776,52,45-54,Male,Sales,Manager,Travel_Rarely,3,4,Marketing,4,1,3,1,4,16856,"Very High",No,34,"20+ Years",34,6,1,16,1,3,11,3,0,Married,No
780,33,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,1,4,Other,1,4,4,3,2,2686,Low,Yes,10,"6-10 Years",10,9,7,8,1,2,13,3,0,Single,Yes
781,25,25-34,Female,Sales,"Sales Executive",Travel_Rarely,26,1,Medical,2,4,3,2,2,6180,High,No,6,"6-10 Years",6,5,1,4,1,5,23,4,0,Single,No
783,45,45-54,Male,Sales,"Sales Representative",Travel_Rarely,2,2,"Technical Degree",2,3,2,1,3,6632,High,No,9,"6-10 Years",8,7,3,1,0,3,13,3,0,Single,No
784,23,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,10,1,Medical,1,3,1,4,3,3505,Medium,No,2,"0-2 Years",2,2,0,2,1,3,18,3,0,Single,No
785,47,45-54,Female,Sales,"Sales Executive",Travel_Frequently,27,2,"Life Sciences",2,3,2,4,3,6397,High,Yes,8,"6-10 Years",5,4,1,3,4,2,12,3,0,Single,Yes
